player_name,mlb_id,team_code,is_pitcher,AB,mlb_team,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
J. Rojas,,LDL,false,,,,,,,,,,,,,,,
B. De La Cruz,,TST,false,,,,,,,,,,,,,,,
J. Chisholm Jr.,,DKD,false,,,,,,,,,,,,,,,
S. Suzuki,,DLC,false,,CHC,,,,,,,,,,,,,
J. Walker,,DDD,false,,STL,,,,,,,,,,,,,
C. Yelich,,SDS,false,,MIL,,,,,,,,,,,,,
M. Conforto,,RSR,false,,LAD,,,,,,,,,,,,,
A. Burleson,,DD2,false,,STL,,,,,,,,,,,,,
B. Reynolds,,LDL,false,,PIT,,,,,,,,,,,,,
I. Happ,,TST,false,,CHC,,,,,,,,,,,,,
P. Bailey,,DKD,false,,SF,,,,,,,,,,,,,
J. Stallings,,DLC,false,,,,,,,,,,,,,,,
Y. Grandal,,DDD,false,,,,,,,,,,,,,,,
T. Stephenson,,SDS,false,,CIN,,,,,,,,,,,,,
T. d’Arnaud,,RSR,false,,LAA,,,,,,,,,,,,,
E. Diaz,,DD2,false,,SD,,,,,,,,,,,,,
G. Sanchez,,LDL,false,,,,,,,,,,,,,,,
Y. Gomes,,TST,false,,CHC,,,,,,,,,,,,,
K. Ruiz,,DKD,false,,WSH,,,,,,,,,,,,,
S. Murphy,,DLC,false,,ATL,,,,,,,,,,,,,
JT. Realmuto,,DDD,false,,PHI,,,,,,,,,,,,,
G. Moreno,,SDS,false,,,,,,,,,,,,,,,
Wilm. Contreras,,RSR,false,,MIL,,,,,,,,,,,,,
L. Campusano,,DD2,false,,SD,,,,,,,,,,,,,
W. Smith,,LDL,false,,LAD,,,,,,,,,,,,,
I. Herrera,,TST,false,,STL,,,,,,,,,,,,,
M. Busch,,DKD,false,,CHC,,,,,,,,,,,,,
J. Ortiz,,DLC,false,,,,,,,,,,,,,,,
J. Bell,,DDD,false,,MIN,,,,,,,,,,,,,
P. Goldschmidt,,SDS,false,,,,,,,,,,,,,,,
R. McMahon,,RSR,false,,NYY,,,,,,,,,,,,,
J. Cronenworth,,DD2,false,,SD,,,,,,,,,,,,,
A. Bohm,,LDL,false,,PHI,,,,,,,,,,,,,
B. Harper,,TST,false,,PHI,,,,,,,,,,,,,
N. Gorman,,DKD,false,,STL,,,,,,,,,,,,,
J. Merrill,,DLC,false,,SD,,,,,,,,,,,,,
CJ. Abrams,,DDD,false,,WSH,,,,,,,,,,,,,
G. Lux,,SDS,false,,CIN,,,,,,,,,,,,,
L. Garcia,,RSR,false,,,,,,,,,,,,,,,
V. Brujan,,DD2,false,,,,,,,,,,,,,,,
B. Turang,,LDL,false,,MIL,,,,,,,,,,,,,
T. Estrada,,TST,false,,COL,,,,,,,,,,,,,
J.D. Martinez,,DKD,false,,,,,,,,,,,,,,,
S. Ohtani,,DLC,false,,LAD,,,,,,,,,,,,,
C. Morel,,DDD,false,,MIA,,,,,,,,,,,,,
M. Tauchman,,SDS,false,,,,,,,,,,,,,,,
K. Schwarber,,RSR,false,,PHI,,,,,,,,,,,,,
J. Pederson,,DD2,false,,,,,,,,,,,,,,,
J. Burger,,LDL,false,,TEX,,,,,,,,,,,,,
M. Ozuna,,TST,false,,ATL,,,,,,,,,,,,,
J. Paxson,,DKD,true,,BOS,,,,,,,,,,,,,
J. Asad,,DLC,true,,,,,,,,,,,,,,,
C. Doval,,DDD,true,,NYY,,,,,,,,,,,,,
C. Morton,,SDS,true,,ATL,,,,,,,,,,,,,
G. Ashcraft,,RSR,true,,CIN,,,,,,,,,,,,,
J. Luzardo,,DD2,true,,PHI,,,,,,,,,,,,,
R. Brooks,,LDL,true,,,,,,,,,,,,,,,
M. King,,TST,true,,SD,,,,,,,,,,,,,
J. Montgomery,,DKD,true,,,,,,,,,,,,,,,
J. Alvarado,,DLC,true,,PHI,,,,,,,,,,,,,
R. Gasser,,DDD,true,,,,,,,,,,,,,,,
K. Harrison,,SDS,true,,BOS,,,,,,,,,,,,,
A. Abbott,,RSR,true,,CIN,,,,,,,,,,,,,
K. Finnegan,,DD2,true,,DET,,,,,,,,,,,,,
T. Antone,,LDL,true,,,,,,,,,,,,,,,
S. Gray,,TST,true,,BOS,,,,,,,,,,,,,
E. Diaz,,DKD,true,,SD,,,,,,,,,,,,,
J. Taillom,,DLC,true,,,,,,,,,,,,,,,
Rg. Suarez,,DDD,true,,,,,,,,,,,,,,,
T. Scott,,SDS,true,,LAD,,,,,,,,,,,,,
H. Neris,,RSR,true,,,,,,,,,,,,,,,
W. Buehler,,DD2,true,,PHI,,,,,,,,,,,,,
M. Kelly,,LDL,true,,AZ,,,,,,,,,,,,,
T. Willaims,,TST,true,,,,,,,,,,,,,,,
M. Gore,,DKD,true,,WSH,,,,,,,,,,,,,
P. Skenes,,DLC,true,,PIT,,,,,,,,,,,,,
L. Webb,,DDD,true,,SF,,,,,,,,,,,,,
D. Cease,,SDS,true,,TOR,,,,,,,,,,,,,
J. Jones,,RSR,true,,PIT,,,,,,,,,,,,,
S. Imanaga,,DD2,true,,CHC,,,,,,,,,,,,,
W. Miley,,LDL,true,,,,,,,,,,,,,,,
M. Fried,,TST,true,,NYY,,,,,,,,,,,,,
R. Suarez,,DKD,true,,PHI,,,,,,,,,,,,,
R. Garrett,,DLC,true,,,,,,,,,,,,,,,
L. Severino,,DDD,true,,OAK,,,,,,,,,,,,,
R. Helsley,,SDS,true,,BAL,,,,,,,,,,,,,
D. Bednar,,RSR,true,,NYY,,,,,,,,,,,,,
J. Beeks,,DD2,true,,,,,,,,,,,,,,,
R. O'Brien,,LDL,true,,,,,,,,,,,,,,,
J. Musgrove,,TST,true,,SD,,,,,,,,,,,,,
T. Glasnow,,DKD,true,,LAD,,,,,,,,,,,,,
J. Steele,,DLC,true,,CHC,,,,,,,,,,,,,
J. Hoffman,,DDD,true,,,,,,,,,,,,,,,
J. Hicks,,SDS,true,,BOS,,,,,,,,,,,,,
F. Peralta,,RSR,true,,MIL,,,,,,,,,,,,,
A. Diaz,,DD2,true,,TEX,,,,,,,,,,,,,
K. Nelson,,LDL,true,,,,,,,,,,,,,,,
B. Snell,,TST,true,,LAD,,,,,,,,,,,,,
R. Iglesias,,DKD,true,,ATL,,,,,,,,,,,,,
Z. Wheeler,,DLC,true,,PHI,,,,,,,,,,,,,
G. Stone,,DDD,true,,,,,,,,,,,,,,,
P. Sewald,,SDS,true,,DET,,,,,,,,,,,,,
H. Greene,,RSR,true,,CIN,,,,,,,,,,,,,
C. Sanchez,,DD2,true,,PHI,,,,,,,,,,,,,
K. Freeland,,LDL,true,,,,,,,,,,,,,,,
K. Gibson,,TST,true,,,,,,,,,,,,,,,
K. Senga,,DKD,true,,NYM,,,,,,,,,,,,,
R. Lopez,,DLC,true,,ATL,,,,,,,,,,,,,
E. Phillips,,DDD,true,,LAD,,,,,,,,,,,,,
S. Ohtani,,SDS,true,,LAD,,,,,,,,,,,,,
Y. Yamamoto,,RSR,true,,LAD,,,,,,,,,,,,,
N. Lodolo,,DD2,true,,CIN,,,,,,,,,,,,,
B. Miller,,LDL,true,,LAD,,,,,,,,,,,,,
T. Megill,,TST,true,,MIL,,,,,,,,,,,,,
M. Keller,,DKD,true,,PIT,,,,,,,,,,,,,
A. Nola,,DLC,true,,PHI,,,,,,,,,,,,,
Y. Darvish,,DDD,true,,SD,,,,,,,,,,,,,
C. Sale,,SDS,true,,ATL,,,,,,,,,,,,,
J. Irvin,,RSR,true,,WSH,,,,,,,,,,,,,
Z. Gallen,,DD2,true,,AZ,,,,,,,,,,,,,
S. Srider,,LDL,true,,,,,,,,,,,,,,,
S. Turnbull,,TST,true,,,,,,,,,,,,,,,
