player_name,mlb_id,team_code,is_pitcher,AB,mlb_team,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
J. Burger,,LDL,false,,TEX,,,,,,,,,,,,,
M. Ozuna,,TST,false,,ATL,,,,,,,,,,,,,
E. Diaz,,DKD,true,,SD,,,,,,,,,,,,,
D. Hudson,,DLC,true,,,,,,,,,,,,,,,
C. Doval,,DDD,true,,NYY,,,,,,,,,,,,,
J. Hicks,,SDS,true,,BOS,,,,,,,,,,,,,
M. Parker,,RSR,true,,WSH,,,,,,,,,,,,,
J. Luzardo,,DD2,true,,PHI,,,,,,,,,,,,,
B. Treinen,,LDL,true,,,,,,,,,,,,,,,
M. Fried,,TST,true,,NYY,,,,,,,,,,,,,
T. Glasnow,,DKD,true,,LAD,,,,,,,,,,,,,
C. Rea,,DLC,true,,CHC,,,,,,,,,,,,,
L. Webb,,DDD,true,,SF,,,,,,,,,,,,,
C. Morton,,SDS,true,,ATL,,,,,,,,,,,,,
F. Peralta,,RSR,true,,MIL,,,,,,,,,,,,,
B. Pfaadt,,DD2,true,,AZ,,,,,,,,,,,,,
C. Holderman,,LDL,true,,,,,,,,,,,,,,,
S. Manaea,,TST,true,,NYM,,,,,,,,,,,,,
W. Buehler,,DKD,true,,,,,,,,,,,,,,,
M. Waldron,,DLC,true,,,,,,,,,,,,,,,
T. Myers,,DDD,true,,MIL,,,,,,,,,,,,,
P. Sewald,,SDS,true,,DET,,,,,,,,,,,,,
J. Jones,,RSR,true,,PIT,,,,,,,,,,,,,
A. Diaz,,DD2,true,,TEX,,,,,,,,,,,,,
E. Jeremiah,,LDL,true,,,,,,,,,,,,,,,
L. Lynn,,TST,true,,,,,,,,,,,,,,,
R. Iglesias,,DKD,true,,ATL,,,,,,,,,,,,,
J. Steele,,DLC,true,,CHC,,,,,,,,,,,,,
L. Severino,,DDD,true,,OAK,,,,,,,,,,,,,
S. Ohtani,,SDS,true,,LAD,,,,,,,,,,,,,
J. Paxton,,RSR,true,,,,,,,,,,,,,,,
C. Sanchez,,DD2,true,,PHI,,,,,,,,,,,,,
A,Banda,,LDL,true,,,,,,,,,,,,,,,
J. Taillon,,TST,true,,CHC,,,,,,,,,,,,,
M. Mercado,,DKD,true,,,,,,,,,,,,,,,
Z. Wheeler,,DLC,true,,PHI,,,,,,,,,,,,,
DJ. Herz,,DDD,true,,,,,,,,,,,,,,,
K. Harrison,,SDS,true,,BOS,,,,,,,,,,,,,
A. Abbott,,RSR,true,,CIN,,,,,,,,,,,,,
Z. Gallen,,DD2,true,,AZ,,,,,,,,,,,,,
M. Strahm,,LDL,true,,KC,,,,,,,,,,,,,
B. Snell,,TST,true,,LAD,,,,,,,,,,,,,
M. Gore,,DKD,true,,WSH,,,,,,,,,,,,,
J. Alvarado,,DLC,true,,PHI,,,,,,,,,,,,,
C. Scott,,DDD,true,,,,,,,,,,,,,,,
T. Scott,,SDS,true,,LAD,,,,,,,,,,,,,
H. Neris,,RSR,true,,,,,,,,,,,,,,,
N. Lodolo,,DD2,true,,CIN,,,,,,,,,,,,,
A. Vesia,,LDL,true,,,,,,,,,,,,,,,
K. Gibson,,TST,true,,,,,,,,,,,,,,,
R. Suarez,,DKD,true,,PHI,,,,,,,,,,,,,
R. Lopez,,DLC,true,,ATL,,,,,,,,,,,,,
J. Hoffman,,DDD,true,,,,,,,,,,,,,,,
C. Sale,,SDS,true,,ATL,,,,,,,,,,,,,
D. Bednar,,RSR,true,,NYY,,,,,,,,,,,,,
K. Finnegan,,DD2,true,,DET,,,,,,,,,,,,,
T. Rogers,,LDL,true,,,,,,,,,,,,,,,
M. King,,TST,true,,SD,,,,,,,,,,,,,
K. Senga,,DKD,true,,NYM,,,,,,,,,,,,,
A. Nola,,DLC,true,,PHI,,,,,,,,,,,,,
G. Stone,,DDD,true,,,,,,,,,,,,,,,
D. Cease,,SDS,true,,TOR,,,,,,,,,,,,,
H. Greene,,RSR,true,,CIN,,,,,,,,,,,,,
J. Quintana,,DD2,true,,MIL,,,,,,,,,,,,,
B. Miller,,LDL,true,,LAD,,,,,,,,,,,,,
S. Gray,,TST,true,,BOS,,,,,,,,,,,,,
M. Keller,,DKD,true,,PIT,,,,,,,,,,,,,
P. Skenes,,DLC,true,,PIT,,,,,,,,,,,,,
Rg. Suarez,,DDD,true,,,,,,,,,,,,,,,
R. Helsley,,SDS,true,,BAL,,,,,,,,,,,,,
J. Irvin,,RSR,true,,WSH,,,,,,,,,,,,,
S. Imanaga,,DD2,true,,CHC,,,,,,,,,,,,,
E. Phillips,,LDL,true,,,,,,,,,,,,,,,
Tr. Megill,,TST,true,,,,,,,,,,,,,,,
