player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars,R,HR,RBI,SB,AVG,GS,W,SV,K,ERA,WHIP,SO
"Chris Sale",SKD,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,18,0.57,0.83,0
"W.Adames",RGS,UNK,SS,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Luis García Jr.",RGS,WSH,2B,FALSE,FALSE,0,12,2,14,1,.271,0,0,0,0,0.00,0.00,0
"David Bednar",SKD,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,4,11,0.00,1.00,0
"Freddie Freeman",RGS,LAD,1B,FALSE,FALSE,0,11,1,7,1,.209,0,0,0,0,0.00,0.00,0
"Wilm. Contreras",RGS,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"J.T. Realmuto",RGS,PHI,C,FALSE,FALSE,0,13,0,6,1,.325,0,0,0,0,0.00,0.00,0
"Connor Norby",RGS,MIA,CM,FALSE,FALSE,0,8,2,8,2,.215,0,0,0,0,0.00,0.00,0
"Gavin Lux",RGS,CIN,MI,FALSE,FALSE,0,8,2,11,0,.242,0,0,0,0,0.00,0.00,0
"Zach Agnos",RGS,COL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,2,18.00,3.00,0
"Ozzie Albies",DVD,ATL,2B,FALSE,FALSE,0,6,0,4,1,.198,0,0,0,0,0.00,0.00,0
"Jackson Merrill",DVD,SD,OF,FALSE,FALSE,0,7,0,6,0,.227,0,0,0,0,0.00,0.00,0
"Aaron Ramirez",DVD,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Geraldo Perdomo",DVD,AZ,MI,FALSE,FALSE,0,18,2,16,2,.268,0,0,0,0,0.00,0.00,0
"J. Martinez",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Bryson Stott",LDL,PHI,2B,FALSE,FALSE,0,6,1,9,2,.216,0,0,0,0,0.00,0.00,0
"Mookie Betts",LDL,LAD,SS,FALSE,FALSE,0,9,3,12,1,.188,0,0,0,0,0.00,0.00,0
"Matt Shaw",LDL,CHC,CM,FALSE,FALSE,0,4,0,6,4,.133,0,0,0,0,0.00,0.00,0
"Will Smith",LDL,LAD,C,FALSE,FALSE,0,18,7,12,0,.364,0,0,0,0,0.00,0.00,0
"Masyn Winn",LDL,STL,MI,FALSE,FALSE,0,15,1,9,1,.216,0,0,0,0,0.00,0.00,0
"Jurickson Profar",TSH,ATL,OF,FALSE,FALSE,0,4,2,3,0,.235,0,0,0,0,0.00,0.00,0
"Dane Myers",TSH,MIA,OF,FALSE,FALSE,0,7,1,5,6,.253,0,0,0,0,0.00,0.00,0
"Ian Happ",TSH,CHC,OF,FALSE,FALSE,0,15,8,19,1,.177,0,0,0,0,0.00,0.00,0
"Ezequiel Tovar",RGS,COL,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Raisel Iglesias",TSH,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,1,12,0.00,0.81,0
"Kyle Finnegan",TSH,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,6,2.61,0.68,0
"Ryan Weathers",TSH,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Blake Snell",TSH,LAD,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jordan Romano",RGS,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,5,4.32,0.84,0
"Andrew Heaney",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,19,7.40,1.40,0
"Seiya Suzuki",DVD,CHC,OF,FALSE,FALSE,0,11,8,20,1,.243,0,0,0,0,0.00,0.00,0
"Brady Singer",RGS,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,27,3.60,1.36,0
"Heliot Ramos",DVD,SF,OF,FALSE,FALSE,0,7,3,14,0,.217,0,0,0,0,0.00,0.00,0
"Bryan Reynolds",DVD,PIT,OF,FALSE,FALSE,0,10,2,9,0,.226,0,0,0,0,0.00,0.00,0
"Mark Vientos",DVD,NYM,CM,FALSE,FALSE,0,0,0,0,0,.087,0,0,0,0,0.00,0.00,0
"Mitch Keller",DVD,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,23,2.40,1.00,0
"Marcell Ozuna",DVD,ATL,DH,FALSE,FALSE,0,5,1,12,0,.183,0,0,0,0,0.00,0.00,0
"R.Rodriguez",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Max Muncy",LDL,LAD,3B,FALSE,FALSE,0,20,4,20,1,.313,0,0,0,0,0.00,0.00,0
"Sean Murphy",LDL,ATL,C,FALSE,FALSE,0,4,3,9,0,.239,0,0,0,0,0.00,0.00,0
"Calvin Faucher",LDL,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,4,11,3.18,1.32,0
"Mickey Moniak",LDL,COL,OF,FALSE,FALSE,0,10,6,12,2,.327,0,0,0,0,0.00,0.00,0
"Kodai Senga",LDL,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,5,0.00,0.35,0
"Robbie Ray",LDL,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,30,3.30,1.13,0
"Michael McGreevy",LDL,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,11,5.74,1.28,0
"Griffin Canning",LDL,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,13,6.75,1.56,0
"Dustin May",LDL,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,21,5.46,1.46,0
"Edwin Pagan",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Nick Pivetta",LDL,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,31,3.45,1.08,0
"Brice Turang",TSH,MIL,2B,FALSE,FALSE,0,12,1,11,2,.303,0,0,0,0,0.00,0.00,0
"Manny Machado",TSH,SD,3B,FALSE,FALSE,0,10,5,20,0,.230,0,0,0,0,0.00,0.00,0
"Xander Bogaerts",TSH,SD,SS,FALSE,FALSE,0,11,2,9,1,.277,0,0,0,0,0.00,0.00,0
"Pete Alonso",TSH,NYM,1B,FALSE,FALSE,0,13,5,16,1,.274,0,0,0,0,0.00,0.00,0
"Wil. Contreas",TSH,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"I. Kner-Flefa",TSH,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"B. Harper",TSH,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jose Trevino",TSH,CIN,C,FALSE,FALSE,0,5,1,2,0,.205,0,0,0,0,0.00,0.00,0
"Wilmer Flores",TSH,SF,DH,FALSE,FALSE,0,5,0,6,0,.182,0,0,0,0,0.00,0.00,0
"Clay Holmes",TSH,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,11,3.15,1.45,0
"Hunter Greene",DVD,CIN,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jameson Taillon",TSH,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,16,8.05,1.63,0
"Shota Imanaga",RGS,CHC,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
