player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars,R,HR,RBI,SB,AVG,GS,W,SV,K,ERA,WHIP,SO
"Clayton Kershaw",DLC,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,4,0,16,2.38,0.88,0
"Daniel Palencia",DLC,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,6,14,4.82,1.71,0
"Brady House",DDG,WSH,3B,FALSE,FALSE,0,4,0,6,1,.200,0,0,0,0,0.00,0.00,0
"Nico Hoerner",DDG,CHC,2B,FALSE,FALSE,0,7,1,8,4,.275,0,0,0,0,0.00,0.00,0
"Robert Suarez",DDG,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,4,12,1.69,0.84,0
"Ryne Nelson",DDG,AZ,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,27,4.60,1.19,0
"E.Tovar",RGS,UNK,SS,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"T. Megill",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"M. Miller",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"W.Adames",RGS,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Nolan Arenado",DMK,STL,3B,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Warming Bernabel",DMK,COL,1B,FALSE,FALSE,0,8,1,5,0,.172,0,0,0,0,0.00,0.00,0
"Jake Cronenworth",DMK,SD,2B,FALSE,FALSE,0,13,2,17,0,.313,0,0,0,0,0.00,0.00,0
"Fernando Tatis Jr.",DMK,SD,OF,FALSE,FALSE,0,16,1,13,5,.274,0,0,0,0,0.00,0.00,0
"KB.. Hayes",DMK,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Luis Arraez",DMK,SD,DH,FALSE,FALSE,0,5,0,8,4,.216,0,0,0,0,0.00,0.00,0
"Corbin Carroll",DLC,AZ,OF,FALSE,FALSE,0,20,6,16,7,.288,0,0,0,0,0.00,0.00,0
"Shohei Ohtani",DLC,LAD,DH,FALSE,FALSE,0,22,7,12,4,.302,0,0,0,0,0.00,0.00,0
"Michael King",DLC,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,1,9.00,3.00,0
"Paul Skenes",DLC,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,33,2.17,1.10,0
"Liover Peguero",DLC,PIT,MI,FALSE,FALSE,0,3,0,0,2,.116,0,0,0,0,0.00,0.00,0
"Zack Wheeler",DLC,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,13,3.60,1.20,0
"Eli White",DDG,ATL,OF,FALSE,FALSE,0,6,1,6,1,.118,0,0,0,0,0.00,0.00,0
"MacKenzie Gore",DDG,WSH,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,25,5.92,1.56,0
"Spencer Strider",DDG,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,13,10.13,2.04,0
"Landen Roupp",DDG,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,7,16.88,2.44,0
"Matt Olson",SKD,ATL,1B,FALSE,FALSE,0,16,3,8,1,.317,0,0,0,0,0.00,0.00,0
"Ryan Helsley",DDG,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,8,10.38,2.19,0
"Dennis Santana",DDG,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,5,8,2.38,0.88,0
"C. Kelly",SKD,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"L. Gurriel Jr.",SKD,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"TJ Friedl",SKD,CIN,OF,FALSE,FALSE,0,7,0,5,1,.222,0,0,0,0,0.00,0.00,0
"Hunter Goodman",SKD,COL,C,FALSE,FALSE,0,11,6,15,0,.259,0,0,0,0,0.00,0.00,0
"Lars Nootbaar",SKD,STL,OF,FALSE,FALSE,0,10,1,7,0,.279,0,0,0,0,0.00,0.00,0
"Luis García Jr.",RGS,WSH,2B,FALSE,FALSE,0,9,2,7,1,.258,0,0,0,0,0.00,0.00,0
"Ronny Mauricio",RGS,NYM,CM,FALSE,FALSE,0,1,0,1,1,.214,0,0,0,0,0.00,0.00,0
"Shota Imanaga",RGS,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,32,2.65,0.68,0
"Mickey Moniak",LDL,COL,OF,FALSE,FALSE,0,7,2,12,1,.218,0,0,0,0,0.00,0.00,0
"Will Smith",LDL,LAD,C,FALSE,FALSE,0,7,2,9,0,.138,0,0,0,0,0.00,0.00,0
"Matt Shaw",LDL,CHC,CM,FALSE,FALSE,0,11,5,10,1,.250,0,0,0,0,0.00,0.00,0
"Andy Pages",LDL,LAD,OF,FALSE,FALSE,0,12,4,11,5,.270,0,0,0,0,0.00,0.00,0
"Drake Baldwin",DDG,ATL,C,FALSE,FALSE,0,14,3,19,0,.264,0,0,0,0,0.00,0.00,0
"Freddy Fermin",DDG,KC,C,FALSE,FALSE,0,6,1,4,0,.246,0,0,0,0,0.00,0.00,0
"Trea Turner",SKD,PHI,SS,FALSE,FALSE,0,20,3,19,9,.357,0,0,0,0,0.00,0.00,0
"Matt McLain",SKD,CIN,2B,FALSE,FALSE,0,6,1,3,1,.196,0,0,0,0,0.00,0.00,0
"Sal Frelick",SKD,MIL,OF,FALSE,FALSE,0,14,2,12,1,.291,0,0,0,0,0.00,0.00,0
"Nick Castellanos",SKD,PHI,OF,FALSE,FALSE,0,13,1,1,0,.165,0,0,0,0,0.00,0.00,0
"Alec Bohm",SKD,PHI,3B,FALSE,FALSE,0,7,1,9,0,.300,0,0,0,0,0.00,0.00,0
"Q. Piester",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Edward Cabrera",SKD,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,44,4.15,1.15,0
"Carlos Sanchez",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Mike Burrows",SKD,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,20,5.23,1.31,0
"Chase Burns",SKD,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,10,1.50,0.67,0
"Freddie Freeman",RGS,LAD,1B,FALSE,FALSE,0,14,6,16,2,.292,0,0,0,0,0.00,0.00,0
"J.T. Realmuto",RGS,PHI,C,FALSE,FALSE,0,7,4,8,1,.263,0,0,0,0,0.00,0.00,0
"Brandon Trinen",RGS,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Edwin Perez",RGS,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brady Singer",RGS,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,21,2.49,1.11,0
"Andre Pallante",RGS,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,19,9.82,2.05,0
"Robbie Ray",LDL,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,23,4.82,1.39,0
"Alec Burleson",LDL,STL,DH,FALSE,FALSE,0,9,2,11,1,.292,0,0,0,0,0.00,0.00,0
"Wilm. Contreras",RGS,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jeff McNeil",RGS,NYM,OF,FALSE,FALSE,0,12,3,14,0,.267,0,0,0,0,0.00,0.00,0
"Yoshinobu Yamamoto",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,24,4.24,1.20,0
"Michael Soroka",RGS,WSH,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,3,4.50,1.00,0
"Jackson Merrill",DVD,SD,OF,FALSE,FALSE,0,4,1,7,0,.229,0,0,0,0,0.00,0.00,0
"Heliot Ramos",DVD,SF,OF,FALSE,FALSE,0,11,2,7,0,.258,0,0,0,0,0.00,0.00,0
"Jordan Beck",DVD,COL,OF,FALSE,FALSE,0,6,1,4,2,.235,0,0,0,0,0.00,0.00,0
"Cedric Mullins",DVD,NYM,OF,FALSE,FALSE,0,8,1,6,5,.214,0,0,0,0,0.00,0.00,0
"Danny Jansen",DVD,MIL,C,FALSE,FALSE,0,3,0,1,0,.207,0,0,0,0,0.00,0.00,0
"Aaron Ramirez",DVD,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Tyler Freeman",DVD,COL,MI,FALSE,FALSE,0,9,1,5,5,.247,0,0,0,0,0.00,0.00,0
"Noelvi Marte",DVD,CIN,CM,FALSE,FALSE,0,13,5,14,0,.322,0,0,0,0,0.00,0.00,0
"Mitch Keller",DVD,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,25,7.88,1.71,0
"Marcell Ozuna",DVD,ATL,DH,FALSE,FALSE,0,12,5,14,0,.203,0,0,0,0,0.00,0.00,0
"Me. Kelly",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"David Peterson",DVD,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,31,7.56,1.68,0
"Joey Wentz",DVD,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,18,4.73,1.39,0
"Sonny Gray",DVD,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,35,3.48,1.03,0
"Sandy Alcantara",LDL,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,32,4.22,1.09,0
"Jung Hoo Lee",LDL,SF,OF,FALSE,FALSE,0,11,1,4,3,.293,0,0,0,0,0.00,0.00,0
"Mookie Betts",LDL,LAD,SS,FALSE,FALSE,0,17,3,12,1,.304,0,0,0,0,0.00,0.00,0
"Max Muncy",LDL,LAD,3B,FALSE,FALSE,0,5,4,9,0,.348,0,0,0,0,0.00,0.00,0
"Sean Murphy",LDL,ATL,C,FALSE,FALSE,0,5,0,3,0,.089,0,0,0,0,0.00,0.00,0
"Nick Pivetta",LDL,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,31,3.34,0.94,0
"Jesús Luzardo",LDL,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,35,3.86,1.11,0
"Justin Verlander",LDL,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,27,4.28,1.24,0
"Xander Bogaerts",TSH,SD,SS,FALSE,FALSE,0,13,3,12,4,.228,0,0,0,0,0.00,0.00,0
"Pete Alonso",TSH,NYM,1B,FALSE,FALSE,0,17,7,24,0,.303,0,0,0,0,0.00,0.00,0
"Jackson Chourio",DDG,MIL,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Clay Holmes",TSH,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,20,4.32,1.28,0
"Seth Halvorsen",TSH,COL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brandon Woodruff",TSH,MIL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,26,4.29,1.19,0
"Raisel Iglesias",TSH,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,8,10,0.82,0.55,0
"Chris Sale",SKD,ATL,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Calvin Faucher",LDL,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,2,8,1.74,0.97,0
"J. Duran",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Pete Crow-Armstrong",TSH,CHC,OF,FALSE,FALSE,0,7,1,5,2,.169,0,0,0,0,0.00,0.00,0
"Harrison Bader",TSH,PHI,OF,FALSE,FALSE,0,10,2,6,0,.318,0,0,0,0,0.00,0.00,0
"Wil. Contreas",TSH,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Edwin Pagan",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brice Turang",TSH,MIL,2B,FALSE,FALSE,0,21,9,22,3,.327,0,0,0,0,0.00,0.00,0
"Manny Machado",TSH,SD,3B,FALSE,FALSE,0,15,1,7,2,.224,0,0,0,0,0.00,0.00,0
"Michael Harris II",TSH,ATL,OF,FALSE,FALSE,0,14,8,23,3,.290,0,0,0,0,0.00,0.00,0
"Ian Happ",TSH,CHC,OF,FALSE,FALSE,0,9,2,8,0,.266,0,0,0,0,0.00,0.00,0
"Nick Lodolo",TSH,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,7,5.68,0.95,0
"Dylan Cease",TSH,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,30,4.94,1.31,0
"Scott Manea",TSH,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Blake Snell",TSH,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,26,1.93,1.20,0
"Janson Junk",TSH,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,13,4.76,1.19,0
"Jurickson Profar",TSH,ATL,OF,FALSE,FALSE,0,27,9,26,6,.313,0,0,0,0,0.00,0.00,0
"I. Kner-Flefa",TSH,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"B. Harper",TSH,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Rafael Devers",TSH,BOS,DH,FALSE,FALSE,0,18,8,18,0,.281,0,0,0,0,0.00,0.00,0
"Jose Trevino",TSH,CIN,C,FALSE,FALSE,0,4,0,5,0,.208,0,0,0,0,0.00,0.00,0
