player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars,R,HR,RBI,SB,AVG,GS,W,SV,K,ERA,WHIP,SO
"Freddy Peralta",DDG,MIL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,19,3.63,1.12,0
"Nick Castellanos",SKD,PHI,OF,FALSE,FALSE,0,8,1,12,1,.255,0,0,0,0,0.00,0.00,0
"Alec Bohm",SKD,PHI,3B,FALSE,FALSE,0,10,2,8,0,.333,0,0,0,0,0.00,0.00,0
"Michael Conforto",SKD,LAD,OF,FALSE,FALSE,0,8,0,1,1,.151,0,0,0,0,0.00,0.00,0
"Trea Turner",SKD,PHI,SS,FALSE,FALSE,0,17,1,9,5,.330,0,0,0,0,0.00,0.00,0
"G.Conine",RGS,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"O. Cruz",RGS,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brandon Nimmo",RGS,NYM,OF,FALSE,FALSE,0,11,4,18,1,.256,0,0,0,0,0.00,0.00,0
"Brendan Donovan",RGS,STL,OF,FALSE,FALSE,0,12,0,8,0,.273,0,0,0,0,0.00,0.00,0
"Matt Chapman",RGS,SF,3B,FALSE,FALSE,0,13,4,10,2,.196,0,0,0,0,0.00,0.00,0
"Erick Fedde",RGS,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,22,3.45,1.40,1
"Matt Strahm",RGS,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,1,10,5.40,1.68,0
"Andrew Heaney",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,16,3.91,1.38,0
"Brady Singer",RGS,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,19,6.04,1.34,0
"D. Sanatana",RGS,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"M. Kelly",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Hunter Greene",DVD,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,26,2.40,0.87,0
"Landen Roupp",DVD,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,18,4.13,1.50,0
"David Peterson",DVD,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,17,2.82,1.34,0
"Sonny Gray",DVD,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,28,5.67,1.52,0
"Jung Hoo Lee",LDL,SF,OF,FALSE,FALSE,0,11,3,15,0,.228,0,0,0,0,0.00,0.00,0
"Mookie Betts",LDL,LAD,SS,FALSE,FALSE,0,24,2,18,3,.269,0,0,0,0,0.00,0.00,0
"Matt Mervis",LDL,MIA,CM,FALSE,FALSE,0,5,1,2,0,.135,0,0,0,0,0.00,0.00,0
"Dustin May",LDL,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,27,6.51,1.59,0
"Clay Holmes",TSH,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,20,2.79,1.10,0
"Scott Manea",TSH,UNK,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"R. Acuna Jr.",DLC,UNK,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"E. Diaz",DMK,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Michael Busch",DLC,CHC,1B,FALSE,FALSE,0,8,2,9,1,.174,0,0,0,0,0.00,0.00,0
"Otto Lopez",DLC,MIA,2B,FALSE,FALSE,0,6,0,2,2,.216,0,0,0,0,0.00,0.00,0
"Matthew Boyd",DMK,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,33,3.72,1.21,0
"Luis Acuna",DLC,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"T. Megill",DLC,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Paul Skenes",DLC,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,23,2.31,1.29,0
"Zack Wheeler",DLC,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,39,1.65,0.80,0
"Edwin Suarez",DDG,UNK,3B,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Francisco Lindor",DDG,NYM,SS,FALSE,FALSE,0,18,7,20,4,.320,0,0,0,0,0.00,0.00,0
"Ryan Pressly",DLC,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,4,13.50,1.88,0
"Francisco Alvarez",DDG,NYM,C,FALSE,FALSE,0,4,1,7,0,.269,0,0,0,0,0.00,0.00,0
"CJ Abrams",DDG,WSH,MI,FALSE,FALSE,0,15,2,9,5,.326,0,0,0,0,0.00,0.00,0
"Shohei Ohtani",SKD,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"T. Megill",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Luis García Jr.",RGS,WSH,2B,FALSE,FALSE,0,9,2,11,3,.247,0,0,0,0,0.00,0.00,0
"J.T. Realmuto",RGS,PHI,C,FALSE,FALSE,0,11,3,10,0,.257,0,0,0,0,0.00,0.00,0
"Joey Bart",DVD,PIT,C,FALSE,FALSE,0,3,0,4,0,.267,0,0,0,0,0.00,0.00,0
"Mickey Moniak",DVD,COL,OF,FALSE,FALSE,0,3,0,5,1,.203,0,0,0,0,0.00,0.00,0
"Alec Burleson",LDL,STL,OF,FALSE,FALSE,0,6,3,10,1,.298,0,0,0,0,0.00,0.00,0
"Kodai Senga",LDL,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,22,1.25,1.38,0
"Sandy Alcantara",LDL,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,21,8.51,1.77,0
"Masyn Winn",LDL,STL,MI,FALSE,FALSE,0,17,4,12,2,.299,0,0,0,0,0.00,0.00,0
"Andrew McCutchen",LDL,PIT,DH,FALSE,FALSE,0,5,2,9,0,.256,0,0,0,0,0.00,0.00,0
"Edwin Pagan",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brice Turang",TSH,MIL,2B,FALSE,FALSE,0,12,0,6,7,.280,0,0,0,0,0.00,0.00,0
"Xander Bogaerts",TSH,SD,SS,FALSE,FALSE,0,11,3,15,4,.250,0,0,0,0,0.00,0.00,0
"Pete Alonso",TSH,NYM,1B,FALSE,FALSE,0,15,3,14,0,.271,0,0,0,0,0.00,0.00,0
"I. Kner-Flefa",TSH,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Wil. Contreas",TSH,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"J. Bell",TSH,UNK,DH,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"B. Harper",TSH,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jose Trevino",TSH,CIN,C,FALSE,FALSE,0,5,2,5,0,.300,0,0,0,0,0.00,0.00,0
"Ronald Vasquez",TSH,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jake Cronenworth",DMK,SD,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Kyle Finnegan",TSH,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,7,6,3.38,1.38,0
"Raisel Iglesias",TSH,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,4,12,7.84,2.03,0
"Connor Norby",RGS,MIA,CM,FALSE,FALSE,0,12,2,9,4,.275,0,0,0,0,0.00,0.00,0
"Shota Imanaga",RGS,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,13,3.86,1.29,0
"Logan Webb",RGS,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,31,2.43,1.20,0
"Yoshinobu Yamamoto",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,21,3.68,1.14,0
"Eric Wagaman",DVD,MIA,1B,FALSE,FALSE,0,9,1,6,1,.220,0,0,0,0,0.00,0.00,0
"Austin Riley",DVD,ATL,3B,FALSE,FALSE,0,11,3,15,2,.292,0,0,0,0,0.00,0.00,0
"Jackson Merrill",DVD,SD,OF,FALSE,FALSE,0,7,1,7,0,.385,0,0,0,0,0.00,0.00,0
"Tyler Hernandez",LDL,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Juan Soto",LDL,NYM,OF,FALSE,FALSE,0,18,5,11,3,.261,0,0,0,0,0.00,0.00,0
"Max Muncy",LDL,LAD,3B,FALSE,FALSE,0,7,3,14,1,.218,0,0,0,0,0.00,0.00,0
"Sean Murphy",LDL,ATL,C,FALSE,FALSE,0,8,4,10,0,.250,0,0,0,0,0.00,0.00,0
"Manny Machado",TSH,SD,3B,FALSE,FALSE,0,16,1,10,1,.341,0,0,0,0,0.00,0.00,0
"Dylan Cease",TSH,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,34,3.04,1.20,0
"Tyler Fitzgerald",DVD,SF,SS,FALSE,FALSE,0,5,0,1,1,.296,0,0,0,0,0.00,0.00,0
"Ozzie Albies",DVD,ATL,2B,FALSE,FALSE,0,13,1,5,3,.210,0,0,0,0,0.00,0.00,0
"Seiya Suzuki",DVD,CHC,OF,FALSE,FALSE,0,11,5,19,0,.213,0,0,0,0,0.00,0.00,0
"Heliot Ramos",DVD,SF,OF,FALSE,FALSE,0,16,4,13,1,.366,0,0,0,0,0.00,0.00,0
"Miguel Amaya",DVD,CHC,C,FALSE,FALSE,0,6,2,8,0,.286,0,0,0,0,0.00,0.00,0
"Chad Patrick",DVD,MIL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,18,4.33,1.26,0
"Marcell Ozuna",DVD,ATL,DH,FALSE,FALSE,0,9,4,11,0,.233,0,0,0,0,0.00,0.00,0
"Andy Pages",LDL,LAD,OF,FALSE,FALSE,0,17,7,22,5,.371,0,0,0,0,0.00,0.00,0
"Robbie Ray",LDL,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,34,2.32,1.06,0
"Jake Fraley",TSH,CIN,OF,FALSE,FALSE,0,5,1,3,2,.138,0,0,0,0,0.00,0.00,0
"Mitchell Parker",TSH,WSH,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,16,6.66,1.48,0
"Will Smith",LDL,LAD,C,FALSE,FALSE,0,9,1,8,1,.344,0,0,0,0,0.00,0.00,0
"Edwin Philips",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Nick Pivetta",LDL,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,32,3.95,1.13,0
"José Alvarado",LDL,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,2,11,2.61,1.06,0
"Matthew Liberatore",LDL,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,18,2.53,1.03,0
"Michael Yastremski",TSH,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Michael Harris II",TSH,ATL,OF,FALSE,FALSE,0,5,0,16,4,.245,0,0,0,0,0.00,0.00,0
"Pete Crow-Armstrong",TSH,CHC,OF,FALSE,FALSE,0,16,9,28,7,.300,0,0,0,0,0.00,0.00,0
"Ian Happ",TSH,CHC,OF,FALSE,FALSE,0,11,1,7,1,.302,0,0,0,0,0.00,0.00,0
"Nick Lodolo",TSH,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,28,4.30,1.30,0
"Blake Snell",TSH,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jameson Taillon",TSH,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,24,3.86,1.00,0
