player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars,R,HR,RBI,SB,AVG,GS,W,SV,K,ERA,WHIP,SO
"H-S. Kim",DMK,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Robert Suarez",DMK,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,5,9,0.00,0.64,0
"Shohei Ohtani",DLC,LAD,DH,FALSE,FALSE,0,17,7,10,1,.267,0,0,0,0,0.00,0.00,0
"Paul Skenes",DLC,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,32,0.94,0.63,0
"Tommy Edman",DLC,LAD,MI,FALSE,FALSE,0,9,1,5,1,.210,0,0,0,0,0.00,0.00,0
"Zack Wheeler",DLC,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,14,4.50,1.08,0
"Edwin Suarez",DDG,UNK,3B,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Francisco Lindor",DDG,NYM,SS,FALSE,FALSE,0,13,5,10,7,.286,0,0,0,0,0.00,0.00,0
"Ryan Pressly",DLC,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,5,0.00,1.17,0
"Rhys Hoskins",DDG,MIL,1B,FALSE,FALSE,0,9,4,12,0,.219,0,0,0,0,0.00,0.00,0
"Nico Hoerner",DDG,CHC,2B,FALSE,FALSE,0,11,0,9,3,.296,0,0,0,0,0.00,0.00,0
"Spencer Strider",DDG,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,14,6.43,1.43,0
"Shohei Ohtani",SKD,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"K. Hayes",SKD,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Xavier Edwards",SKD,MIA,MI,FALSE,FALSE,0,4,0,3,0,.474,0,0,0,0,0.00,0.00,0
"Ketel Marte",SKD,AZ,DH,FALSE,FALSE,0,14,7,12,1,.350,0,0,0,0,0.00,0.00,0
"Chris Sale",SKD,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,24,0.95,0.89,0
"T. Megill",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Matt Chapman",RGS,SF,3B,FALSE,FALSE,0,8,4,6,1,.297,0,0,0,0,0.00,0.00,0
"Andrew Abbott",RGS,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,21,2.28,1.06,0
"Yoshinobu Yamamoto",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,27,2.38,1.06,0
"Josh Naylor",DMK,FA,1B,FALSE,FALSE,0,7,2,11,1,.239,0,0,0,0,0.00,0.00,0
"Nolan Arenado",DMK,STL,3B,FALSE,FALSE,0,7,3,14,0,.238,0,0,0,0,0.00,0.00,0
"C. Rea",DMK,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Yu Darvish",DMK,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Matthew Boyd",DMK,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,17,3.12,1.10,0
"Justin Verlander",DMK,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,1,4.50,2.00,0
"T. Megill",DLC,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jackson Chourio",DDG,MIL,OF,FALSE,FALSE,0,14,3,12,5,.277,0,0,0,0,0.00,0.00,0
"Corbin Burnes",DDG,AZ,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,20,2.89,0.96,0
"Spencer Schwellenbach",DDG,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,29,3.08,1.03,0
"Freddy Peralta",DDG,MIL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,23,3.54,1.57,0
"David Bednar",SKD,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,5,12,3.00,1.00,0
"Brendan Donovan",RGS,STL,OF,FALSE,FALSE,0,9,1,5,0,.313,0,0,0,0,0.00,0.00,0
"Andrew Heaney",RGS,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,14,3.74,1.15,0
"Elly De La Cruz",DMK,CIN,SS,FALSE,FALSE,0,19,4,12,4,.270,0,0,0,0,0.00,0.00,0
"Fernando Tatis Jr.",DMK,SD,OF,FALSE,FALSE,0,7,2,2,4,.164,0,0,0,0,0.00,0.00,0
"Jake Cronenworth",DMK,SD,2B,FALSE,FALSE,0,6,1,5,0,.203,0,0,0,0,0.00,0.00,0
"Luis Arraez",DMK,SD,CM,FALSE,FALSE,0,6,0,9,1,.243,0,0,0,0,0.00,0.00,0
"Tyler Stephenson",DMK,CIN,C,FALSE,FALSE,0,9,4,11,0,.274,0,0,0,0,0.00,0.00,0
"Roki Sasaki",DMK,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Willy Adames",DMK,SF,MI,FALSE,FALSE,0,3,0,4,1,.097,0,0,0,0,0.00,0.00,0
"R. Acuna Jr.",DLC,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Liam Hicks",DLC,MIA,C,FALSE,FALSE,0,6,1,6,0,.313,0,0,0,0,0.00,0.00,0
"Dalton Rushing",DLC,LAD,C,FALSE,FALSE,0,1,1,5,0,.125,0,0,0,0,0.00,0.00,0
"Nathaniel Lowe",DLC,FA,CM,FALSE,FALSE,0,6,0,7,0,.209,0,0,0,0,0.00,0.00,0
"Nick Martinez",DLC,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,13,3.80,1.18,0
"Ben Brown",DLC,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,28,6.55,1.18,0
"J. Deyer",DLC,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"P. Smith",DDG,UNK,DH,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Keibert Ruiz",DDG,WSH,C,FALSE,FALSE,0,3,0,6,0,.179,0,0,0,0,0.00,0.00,0
"Drake Baldwin",DDG,ATL,C,FALSE,FALSE,0,5,2,4,0,.238,0,0,0,0,0.00,0.00,0
"Zac Gallen",DDG,AZ,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,11,5.09,1.19,0
"Nick Castellanos",SKD,PHI,OF,FALSE,FALSE,0,10,2,7,1,.304,0,0,0,0,0.00,0.00,0
"Alec Bohm",SKD,PHI,3B,FALSE,FALSE,0,9,3,8,1,.303,0,0,0,0,0.00,0.00,0
"Trea Turner",SKD,PHI,SS,FALSE,FALSE,0,15,5,15,7,.304,0,0,0,0,0.00,0.00,0
"Michael Conforto",SKD,LAD,OF,FALSE,FALSE,0,4,1,4,0,.143,0,0,0,0,0.00,0.00,0
"Matt McLain",SKD,CIN,2B,FALSE,FALSE,0,3,0,4,1,.161,0,0,0,0,0.00,0.00,0
"O. Cruz",RGS,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brandon Nimmo",RGS,NYM,OF,FALSE,FALSE,0,9,2,7,2,.241,0,0,0,0,0.00,0.00,0
"Kyle Hernandez",RGS,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Wilm. Contreras",RGS,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jeff McNeil",RGS,NYM,OF,FALSE,FALSE,0,5,2,6,1,.250,0,0,0,0,0.00,0.00,0
"Connor Norby",RGS,MIA,CM,FALSE,FALSE,0,8,1,7,1,.238,0,0,0,0,0.00,0.00,0
"J.T. Realmuto",RGS,PHI,C,FALSE,FALSE,0,4,1,6,0,.172,0,0,0,0,0.00,0.00,0
"D. Sanatana",RGS,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Erick Fedde",RGS,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,14,3.80,1.31,0
"Brady Singer",RGS,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,10,3.71,1.41,0
"Jordan Romano",RGS,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,4,14,7.71,2.14,0
"MacKenzie Gore",DDG,WSH,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,24,0.47,0.68,0
"Ryan Helsley",DDG,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,4,10,5.14,1.71,0
"L. Gurriel Jr.",SKD,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"C. Kelly",SKD,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Hunter Goodman",SKD,COL,C,FALSE,FALSE,0,6,3,7,1,.239,0,0,0,0,0.00,0.00,0
"Luis García Jr.",RGS,WSH,2B,FALSE,FALSE,0,9,2,11,1,.345,0,0,0,0,0.00,0.00,0
"Freddie Freeman",RGS,LAD,1B,FALSE,FALSE,0,8,0,6,0,.314,0,0,0,0,0.00,0.00,0
"Kyle Schwaber",RGS,UNK,DH,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Shota Imanaga",RGS,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Logan Webb",RGS,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,32,3.00,1.25,0
"Aaron Nola",SKD,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brandon Pfaadt",SKD,AZ,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,7,12.27,1.64,0
"AJ Smith-Shawver",SKD,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,2,14.29,2.65,0
"Carlos Sanchez",SKD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jesús Luzardo",SKD,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,26,11.57,2.20,0
"Ezequiel Tovar",RGS,COL,SS,FALSE,FALSE,0,8,2,4,0,.250,0,0,0,0,0.00,0.00,0
"Alexander Canario",RGS,PIT,OF,FALSE,FALSE,0,5,0,1,2,.211,0,0,0,0,0.00,0.00,0
"Michael Toglia",DVD,COL,1B,FALSE,FALSE,0,1,0,1,0,.094,0,0,0,0,0.00,0.00,0
"Bryan Reynolds",DVD,PIT,OF,FALSE,FALSE,0,5,2,14,0,.318,0,0,0,0,0.00,0.00,0
"Tyler Hernandez",LDL,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Juan Soto",LDL,NYM,OF,FALSE,FALSE,0,10,3,11,2,.191,0,0,0,0,0.00,0.00,0
"Mookie Betts",LDL,LAD,SS,FALSE,FALSE,0,8,2,4,0,.311,0,0,0,0,0.00,0.00,0
"Sandy Alcantara",LDL,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,10,7.63,1.50,0
"Masyn Winn",LDL,STL,MI,FALSE,FALSE,0,12,1,6,1,.288,0,0,0,0,0.00,0.00,0
"Kodai Senga",LDL,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,23,2.66,1.18,0
"Michael Yastremski",TSH,UNK,OF,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Will Benson",TSH,CIN,OF,FALSE,FALSE,0,8,3,7,0,.200,0,0,0,0,0.00,0.00,0
"Tyler Fitzgerald",DVD,SF,SS,FALSE,FALSE,0,2,0,0,3,.193,0,0,0,0,0.00,0.00,0
"David Peterson",DVD,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,22,2.39,1.10,0
"Jesus Tinoco",DVD,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,1,6.35,1.41,0
"Andy Pages",LDL,LAD,OF,FALSE,FALSE,0,7,3,12,1,.288,0,0,0,0,0.00,0.00,0
"Dustin May",LDL,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,22,3.18,1.18,0
"Nick Pivetta",LDL,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,20,4.00,1.11,0
"Manny Machado",TSH,SD,3B,FALSE,FALSE,0,11,6,12,1,.307,0,0,0,0,0.00,0.00,0
"Scott Manea",TSH,UNK,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Blake Snell",TSH,LAD,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"J. Martinez",DVD,UNK,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Austin Riley",DVD,ATL,3B,FALSE,FALSE,0,13,3,8,0,.261,0,0,0,0,0.00,0.00,0
"Mark Vientos",DVD,NYM,CM,FALSE,FALSE,0,3,1,3,0,.182,0,0,0,0,0.00,0.00,0
"Marcell Ozuna",DVD,ATL,DH,FALSE,FALSE,0,10,3,9,0,.266,0,0,0,0,0.00,0.00,0
"Mitch Keller",DVD,PIT,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,18,4.07,1.15,0
"Max Muncy",LDL,LAD,3B,FALSE,FALSE,0,8,6,17,2,.280,0,0,0,0,0.00,0.00,0
"Robbie Ray",LDL,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,32,1.33,0.74,0
"Edwin Pagan",LDL,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Brice Turang",TSH,MIL,2B,FALSE,FALSE,0,11,1,9,3,.216,0,0,0,0,0.00,0.00,0
"Ian Happ",TSH,CHC,OF,FALSE,FALSE,0,9,1,6,1,.221,0,0,0,0,0.00,0.00,0
"Pete Crow-Armstrong",TSH,CHC,OF,FALSE,FALSE,0,16,5,16,7,.260,0,0,0,0,0.00,0.00,0
"Michael Harris II",TSH,ATL,OF,FALSE,FALSE,0,2,1,11,3,.266,0,0,0,0,0.00,0.00,0
"T. Walker",TSH,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Nick Lodolo",TSH,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,22,2.74,1.09,0
"Jameson Taillon",TSH,CHC,P,TRUE,FALSE,0,0,0,0,0,.000,0,4,0,16,1.69,0.75,0
"Dylan Cease",TSH,SD,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,27,4.98,1.25,0
"Tony Gonsolin",TSH,LAD,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,17,6.75,1.70,0
"Ozzie Albies",DVD,ATL,2B,FALSE,FALSE,0,8,1,8,1,.254,0,0,0,0,0.00,0.00,0
"Jackson Merrill",DVD,SD,OF,FALSE,FALSE,0,8,1,6,0,.230,0,0,0,0,0.00,0.00,0
"Aaron Ramirez",DVD,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Geraldo Perdomo",DVD,AZ,MI,FALSE,FALSE,0,8,2,9,1,.206,0,0,0,0,0.00,0.00,0
"Sonny Gray",DVD,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,3,0,30,1.07,1.03,0
"Me. Kelly",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Hunter Greene",DVD,CIN,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,12,3.86,1.50,0
"Eli White",LDL,ATL,OF,FALSE,FALSE,0,1,0,2,0,.121,0,0,0,0,0.00,0.00,0
"Matt Shaw",LDL,CHC,CM,FALSE,FALSE,0,11,1,5,7,.339,0,0,0,0,0.00,0.00,0
"Sean Murphy",LDL,ATL,C,FALSE,FALSE,0,1,1,3,0,.172,0,0,0,0,0.00,0.00,0
"Will Smith",LDL,LAD,C,FALSE,FALSE,0,11,2,12,0,.280,0,0,0,0,0.00,0.00,0
"José Alvarado",LDL,PHI,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Griffin Canning",LDL,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,11,4.63,1.46,0
"Matthew Liberatore",LDL,STL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,16,5.32,1.36,0
"Xander Bogaerts",TSH,SD,SS,FALSE,FALSE,0,5,0,1,4,.210,0,0,0,0,0.00,0.00,0
"Pete Alonso",TSH,NYM,1B,FALSE,FALSE,0,10,6,20,0,.270,0,0,0,0,0.00,0.00,0
"I. Kner-Flefa",TSH,UNK,MI,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"B. Harper",TSH,UNK,CM,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Andrew McCutchen",TSH,PIT,DH,FALSE,FALSE,0,6,2,6,0,.254,0,0,0,0,0.00,0.00,0
"Jose Trevino",TSH,CIN,C,FALSE,FALSE,0,2,0,2,0,.276,0,0,0,0,0.00,0.00,0
"Tyler Glasnow",DMK,LAD,IL,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Kyle Finnegan",TSH,FA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,4,3,1.50,1.00,0
"Clay Holmes",TSH,NYM,P,TRUE,FALSE,0,0,0,0,0,.000,0,2,0,17,2.55,1.05,0
"Raisel Iglesias",TSH,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,5,9.53,1.94,0
"Ryan Weathers",TSH,MIA,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,18,3.66,1.17,0
"Miguel Amaya",DVD,CHC,C,FALSE,FALSE,0,2,1,5,0,.333,0,0,0,0,0.00,0.00,0
"Heliot Ramos",DVD,SF,OF,FALSE,FALSE,0,11,4,11,2,.311,0,0,0,0,0.00,0.00,0
"Seiya Suzuki",DVD,CHC,OF,FALSE,FALSE,0,12,5,18,0,.333,0,0,0,0,0.00,0.00,0
"Jordan Beck",DVD,COL,OF,FALSE,FALSE,0,4,0,2,3,.253,0,0,0,0,0.00,0.00,0
"Grant Holmes",DVD,ATL,P,TRUE,FALSE,0,0,0,0,0,.000,0,1,0,19,3.94,1.25,0
"J. Irvine",DVD,UNK,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Bryson Stott",LDL,PHI,2B,FALSE,FALSE,0,6,0,2,2,.194,0,0,0,0,0.00,0.00,0
"Ryan Walker",DVD,SF,P,TRUE,FALSE,0,0,0,0,0,.000,0,0,3,6,3.52,1.04,0
"S. Steet",LDL,UNK,1B,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
"Jung Hoo Lee",LDL,SF,OF,FALSE,FALSE,0,5,0,3,3,.258,0,0,0,0,0.00,0.00,0
"Alec Burleson",LDL,STL,DH,FALSE,FALSE,0,5,2,4,0,.327,0,0,0,0,0.00,0.00,0
"Wil. Contreas",TSH,UNK,C,FALSE,FALSE,0,0,0,0,0,.000,0,0,0,0,0.00,0.00,0
